"concept_id","part_of_speech","lemmas","english_lemmas","gloss","english_gloss"
"28382",1,"شریان | نالی | ورید","canal | channel | duct | epithelial duct","بہاویا باہر نکالنے کے لئے وہ نالی کی شکل کی بناوٹ جس میں کوئی سیال مادہ ہوتا ہے","a bodily passage or tube lined with epithelial cells and conveying a secretion or other substance"
"28401",1,"روآں | روم | رونگٹا | رویاں","hair | pilus","جسم پر کے بہت چھوٹے اور پتلے بال","any of the cylindrical filaments characteristically growing from the epidermis of a mammal"
"28403",1,"بال | کیش","hair","NO_GLOSS","a covering for the body (or parts of it) consisting of a dense growth of threadlike structures (as on the human head); helps to prevent heat loss"
"28406",1,"ملایم روآں | نازک روآں | نرم روآں","down | pile","ملایم روآں یا بال:""پشمینہ کے ملایم روئیں سے بنے کپڑے مہنگے ہوتے ہیں""","fine soft dense hair (as the fine short hair of cattle or deer or the wool of sheep or the undercoat of certain dogs)"
"28408",1,"بال | رواں | مو","head of hair | mane","سر کے بال","growth of hair covering the scalp of a human being"
"28410",1,"مانگ","part | parting","سر کے بالوں کو کنگھی وغیرہ سے الگ کرنے پر ان کے بیچ میں بنی ہوئی لکیر","a line of scalp that can be seen when sections of hair are combed in opposite directions"
"28445",1,"ڈاڑھی | ریش","beard | face fungus | whiskers","ٹھڈی پر اگنے والا بال","the hair growing on the lower part of a man's face"
"28449",1,"بروت | مونچھ","moustache | mustache","اوپری ہونٹوں پر کے بال جو خاص طور سے مردوں کو ہوتے ہیں","an unshaved growth of hair on the upper lip"
"28453",1,"قلم","burnside | mutton chop | side-whiskers | sideburn","سرکےبال جو کنپٹی کے پاس ہوتے ہیں:""نائی نے تمہارے قلم کو ٹھیک سے نہیں کاٹا ہے""","beard grown down the side of a man's face in front of the ears (especially when the rest of the beard is shaved off)"
"28455",1,"کھونٹی","stubble","مڑنے کے بعد بچے بالوں کے کڑے کونپل","short stiff hairs growing on a man's face when he has not shaved for a few days"
"28461",1,"پَپڑی | کُرَنڈ | کَھتکھوٹ | کھُرَنڈ","scab","مواد سوکھ جانےسےزخم کےاوپرجمی ہوئی پرت","the crustlike surface of a healing skin lesion"
"28465",1,"غدود | گانٹھ | گنٹھ","node","جسم میں بدن کے رقیق مادے کے ایک جگہ اکٹھے ہوکر سخت ہوجانے وجود میں آنے والی چیز","any bulge or swelling of an anatomical structure or part"
"28478",1,"بندھنی","band | isthmus","جس کے اندر کی وہ نس جو جوڑ کی جگہ پر ہو:""اس کی کسی بندھنی میں سوجن آگئی ہے""","a cord-like tissue connecting two larger parts of an anatomical structure"
"28479",1,"بافت | خلیوں کاسلسلہ | ریشہ لحمی | نسیج","tissue","جسم تخلیق کا ایک حصہ جومساوی کام اورساخت والے خلیوں سے مل کر بناہوتا ہے","part of an organism consisting of an aggregate of cells having a similar structure and function"
"28480",1,"جاندارریشہ لحمی | جاندارنسیج","animal tissue","جاندار جسم میں پائے جانے والے ریشہ لحمی","the tissue in the bodies of animals"
"28481",1,"گوشت | لحم | ماس","flesh","شریر میں ہڈیوں اور چمڑے کے بیچ کا ملائم اورلچیلا مادہ","the soft tissue of the body of a vertebrate: mainly muscle tissue and fat"
"28487",1,"چربی | چکنائی | روغن | شحم","adipose tissue | fat | fatty tissue","وہ چکنا، جپکنے والا اور سفید مادہ جو کچھ جانوروں کے جسم میں پایا جاتا ہے","a kind of body tissue containing stored fat that serves as a source of energy; it also cushions and insulates vital organs"
"28492",1,"استخوان | ہڈی","bone | os","آدمیوں،جانوروں وغیرہ کے جسم کے اندر کی وہ کڑی سفید چیز جو اندرونی ڈھانچے کے عضوکے روپ میں ہوتی ہے","rigid connective tissue that makes up the skeleton of vertebrates"
"28509",1,"ہنسلی","clavicle | collarbone","گلے کے پاس چھاتی کے اوپر کی دونوں دھنواکر ہڈیاں","bone linking the scapula and sternum"
"28515",1,"ٹھڈی | ٹھوڑی | ذقن | زنخدان","hyoid | hyoid bone | os hyoideum","گلے کی وہ ہڈی جو کچھ آگے نکلی رہتی ہے","a U-shaped bone at the base of the tongue that supports the tongue muscles"
"28518",1,"بازوکی ہڈی | بازوئی ہڈی","long bone | os longum","ہاتھ وغیرہ کی لمبی ہڈیاں:"" چوٹ کی وجہ سے اس کے بازو کی ہڈی میں درار پڑ گئی ہے ""","in limbs of vertebrate animals: a long cylindrical bone that contains marrow"
"28528",1,"استخوان اُنف","nasal | nasal bone | os nasale","ایک لمبی مستطیل نما ہڈی جو کرہ ناک کی تعمیر کرتی ہے","an elongated rectangular bone that forms the bridge of the nose"
"28532",1,"پھول | ٹکیا | چَپنی | چَکّی","kneecap | kneepan | patella","گُھٹنےکی گول ہڈی:""اس کے بائیں پیرکی چَکّی میں کچھ پریشانی ہے""","a small flat triangular bone in front of the knee that protects the knee joint"
"28536",1,"پسلی | ڈھانچہ | قالب","costa | rib","انسان،جانور وغیرہ کے سینے کے پنجرکی آڑھی اور کچھ دائرہ نما ہڈی","any of the 12 pairs of curved arches of bone extending from the spine to or toward the sternum in humans (and similar bones in most vertebrates)"
"28539",1,"کندھےکی ہڈی","scapula | shoulder blade | shoulder bone","کندھےکےپچھلےحصےکوبنانےوالی ایک بڑی،چپٹی اور تِکونی ہڈی:""سائیکل سے گرنےکےسبب اس کے کندھےکی ہڈی میں درار پڑگئی ہے""","either of two flat triangular bones one on each side of the shoulder in human beings"
"28552",1,"کنپٹی کی ہڈی","os temporale | temporal bone","کنپٹی کی ہڈی:""ڈاکٹرکنپٹی کی کی ہڈی کا اکسرے نکال رہاہے""","a thick bone forming the side of the human cranium and encasing the inner ear"
"28555",1,"بتیسی","dentition | teeth","انسان کے منہ میں پائے جانے والے دانت جس کی تعداد بتیس ہوتی ہے","the kind and number and arrangement of teeth (collectively) in a person or animal"
"28564",1,"اسپائن | ریڑھ","vertebra","ریڑھ کی ہڈیوں میں سے ہر  ایک","one of the bony segments of the spinal column"
"28570",1,"گودا | ہڈیوں کا مغز","bone marrow | marrow","ہڈیوں کے اندر بھرا رہنے والاایک ملایم کاربنک مادہ","the fatty network of connective tissue that fills the cavities of bones"
"28582",1,"نرم ہڈی","cartilage | gristle","ایک نیلے سفید یا بھورے رنگ کا نصف شفاف ریشہ دارملنے والا نسیج:""نرم ہڈیاں تین قسم کی ہوتی ہیں""","tough elastic tissue; mostly converted to bone in adults"
"28588",1,"پٹھا | عضلہ | نس","muscle | musculus","جسم کے اندر گوشت کی وہ  مو ٹی تازی گتھی یا گانٹھ جس سے اعضاء کی رہنمائی ہو تی ہے","one of the contractile organs of the body"
"28621",1,"رباط | لگامینٹ | ہڈیوں کوجوڑنے والی نس","ligament","مضبوط لمفی باف کی ایک بندھنی جو ہڈیوں اور دیگر بناوٹوں کو جوڑتی ہے اور سہارا دیتی ہے:""""رباط کے گھسنے سے جوڑوں میں درد ہوتا ہے""","a sheet or band of tough fibrous tissue connecting bones or cartilages or supporting muscles or organs"
"28626",1,"ٹینڈن | رگ | کنڈرا | نس","sinew | tendon","جسم میں ریشہ دار اتصالاتی خلیے کی بنی ہوئی وہ نالی جو عضلات کو ہڈی یا دیگر حصوں سے متصل کرتی ہے:""ہمارے جسم میں ایڑی کے پیچھے سب سے موٹی اور سب سے مضبوط نس ہوتی ہے""","a cord or band of inelastic tissue connecting a muscle with its bony attachment"
"28628",1,"نظام ہڈی جوڑ","articulatory system","جسم میں ہبیوں وغیرہ کے جوڑوں کا نظام:""گیس نظام ہڈی جوڑ سے متعلق مرض ہے""","the system of joints in the body"
"28637",1,"باہری عضو | بیرونی عضو","external organ","باہری عضو","an organ that is situated on or near the surface of the body"
"28638",1,"اندرونی اعضاء","internal organ | viscus","وہ عضو جو جسم کے اندر پایا جاتا ہے","a main organ that is situated inside the body"
"28640",1,"حسیاتی عضو","receptor | sense organ | sensory receptor","جسم کے  وہ اعضا جن کے ذریعے موضوعات کا علم ہوتا ہے","an organ having nerve endings (in the skin or viscera or eye or ear or nose or mouth) that respond to stimulation"
"28641",1,"داخلی حس","enteroceptor | interoceptor","جسم کے اندر پائی جانے والی حس:""من ایک داخلی حس ہے""","any receptor that responds to stimuli inside the body"
"28642",1,"اعضائےجوارح | بیرونی عضو","exteroceptor","وہ حصہ جو جسم کے باہر ہوتا ہے","any receptor that responds to stimuli outside the body"
"28643",1,"اَردھ نَیَن | تیسری آنکھ۔ | گیان چکشو","pineal eye | third eye","دیوتاوؑں کی تیسری آنکھ:""تیسری آنکھ پیشانی پر ہوتی ہے""","a sensory structure capable of light reception located on the dorsal side of the diencephalon in various reptiles"
"28650",1,"جیبھ | زبان","clapper | glossa | lingua | tongue","NO_GLOSS","a mobile mass of muscular tissue covered with mucous membrane and located in the oral cavity"
"28654",1,"منھ","mouth","چہرے پر دکھائی دینے والا منھ کا حصہ جس میں باہری نیچے اور اوپر کے لب شامل ہوں","the externally visible part of the oral cavity on the face and the system of organs surrounding the opening"
"28657",1,"دہن | مکھ | منہ | منھ","mouth | oral cavity | oral fissure | rima oris","NO_GLOSS","the opening through which food is taken in and vocalizations emerge"
"28660",1,"بظر | ٹنا۔چھولا","cervix | cervix uteri | uterine cervix","اندام نہانی کا اگلا حصہ","necklike opening to the uterus"
"28661",1,"خلا | فراغ | کہفہ","bodily cavity | cavity | cavum","جسم میں پایاجانے والا فطری خلا:""کہفہ جسم کے اعضا کے درمیان توازن بنائے رکھنے میں مددگار ہوتی ہے""","(anatomy) a natural hollow or sinus within the body"
"28665",1,"مسوڑا | مسوڑھا","gingiva | gum","منھ کے اندر کاوہ حصہ جس میں دانت اگے رہتے ہیں","the tissue (covered by mucous membrane) of the jaws that surrounds the bases of the teeth"
"28669",1,"لب | ہونٹ | ہونٹھ","lip","NO_GLOSS","fleshy folds of tissue as those surrounding the mouth"
"28671",1,"زیریں ہونٹ | نچلا ہونٹ","underlip","نیچے کا ہونٹ","the lower lip"
"28677",1,"دتنولی | دنتوریا | دنتیا","baby tooth | deciduous tooth | milk tooth | primary tooth","بچے کے نئے دانت یا چھوٹے دانت","one of the first temporary teeth of a young mammal (one of 20 in children)"
"28678",1,"کچلا دانت","canine | canine tooth | cuspid | dogtooth | eye tooth | eyetooth","دانتوں کی ایک قسم جو ہر ایک جبڑے میں وسط خط کے ہرایک جانب  تیسرےنمبر پرہوتا ہے:""کچلادانت چیزوں کو پکڑنے اور پھاڑنےکےلئے ہوتاہے""","one of the four pointed conical teeth (two in each jaw) located between the incisors and the premolars"
"28681",1,"دندان برندہ | دندان قاطع","incisor","دانت کی ایک قسم جو ہرایک جبڑے میں سامنے اور وسط خط کے ہرایک جانب ہوتا ہے:""دندان قاطع چیزوں کو کاٹنےکے لئے ہوتے ہیں""","a tooth for cutting or gnawing; located in the front of the mouth in both jaws"
"28682",1,"داڑھ | ڈاڑھ","grinder | molar","جبڑے کے اندر بڑے ،موٹے اور چوڑے دانت","grinding tooth with a broad crown; located behind the premolars"
"28690",1,"ٹانسل","faucial tonsil | palatine tonsil | tonsil | tonsilla","زبان کی جڑپر واقع غدود جیسی ایک لٹکتی شئے:""ٹانسل بڑھ جانے سے کھانے میں دشواری ہوتی ہے""","either of two masses of lymphatic tissue one on each side of the oral pharynx"
"28691",1,"حلق کا کوا | کوا | گھانٹی","uvula","گلے میں لٹکنے والا وہ گوشت کا حصہ جو زبان کی جڑ کے پاس ہوتا ہے","a small pendant fleshy lobe at the back of the soft palate"
"28694",1,"تالو","palate | roof of the mouth","منھ کے اندر کا بالائی حصہ یا جزو جس کے نیچے زبان ہوتی ہے","the upper surface of the mouth that separates the oral and nasal cavities"
"28700",1,"آنکھ | چشم | نین","eye | oculus | optic","وہ  حسیاتی عضو جس سے جانداروں کو روپ، رنگ، وسعت اور شکل کا علم ہوتا ہے","the organ of sight"
"28708",1,"خلیہ جھلی | خلیہ غلاف","cell membrane | cytomembrane | plasma membrane","خلویہ جاتی عناصر کو اندر اور باہر آنے جانے پر قابو رکھنے والا ایک پتلا غلاف جو خلیہ میں خلویہ جاتی سیال کے چاروں طرف پایا جاتا ہے","a thin membrane (a double layer of lipids) enclosing the cytoplasm of a cell; proteins in the membrane control passage of ions (like sodium or potassium or calcium) in and out of the cell"
"28711",1,"ابرو | بھوں","brow | eyebrow | supercilium","آنکھ کے اوپر کی ہڈی پر کے بال","the arch of hair above each eye"
"28713",1,"پپوٹا | پلک | مژگاں | مژہ","eyelid | lid | palpebra","NO_GLOSS","either of two folds of skin that can be moved to cover or open the eye"
"28720",1,"بَرونِی | بِرَونِِی | پپنی | پَپنِی | پلَک | مِژگاں","cilium | eyelash | lash","NO_GLOSS","any of the short curved hairs that grow from the edges of the eyelids"
"28733",1,"قرنیہ","cornea","آنکھ کی گولائی کا صاف، شفاف اگلا حصہ","transparent anterior portion of the outer covering of the eye; it covers the lens and iris and is continuous with the sclera"
"28739",1,"ڈائیفرام","diaphragm | midriff","پستان کی نلی کو پیٹ کی نلی سے الگ کرنے والی باریک جھلی","(anatomy) a muscular partition separating the abdominal and thoracic cavities; functions in respiration"
"28740",1,"پردہٴسماعت | کان کا خول | کان کاپردہ","eardrum | myringa | tympanic membrane | tympanum","کان میں پائی جانی والی وہ جھلی جو پردے کی شکل میں ہوتی ہے اور جہاں پہنچ کر آواز گونجتی ہے","the membrane in the ear that vibrates to sound"
"28748",1,"آنکھ | پتلی","pupil","آنکھ کے بیچ کا کالا حصہ","contractile aperture in the iris of the eye"
"28750",1,"کان","ear","وہ عضوجس سے لفظ سنائی پڑتا ہے","the sense organ for hearing and equilibrium"
"28764",1,"کانکیجڑ | کچیا | لو","ear lobe | earlobe","کان کے نیچے کا لٹکتا ہوا حصہ","the fleshy pendulous part of the external human ear"
"28793",1,"نظام ہاضمہ","digestive system | gastrointestinal system | systema alimentarium | systema digestorium","جسم میں اعضا کی وہ جماعت جو کھانا ہضم کرتا ہے یا ہاضمہ کے عمل کو متوازن رکھتا ہے","the system that makes food absorbable into the body"
"28794",1,"داخلی رطوبتی نظام","endocrine system","جسم میں غدود کا نظام جو داخلی رطوبتی بہاؤ پیدا کرتا ہے اور جو جسمانی ہاضمہ جاتی  اعمال میں مدد گار ہوتا ہے","the system of glands that produce endocrine secretions that help to control bodily metabolic activity"
"28795",1,"اندرون رطوبتی غدود","ductless gland | endocrine | endocrine gland","اندرون رطوبتی نظام کا کوئی بھی غدود جس میں نلی نہیں ہوتی اور جو اپنے رطوبت کو براہ راست خون یا لمف میں چھوڑتی ہو:""ہمارے جسم میں چھ قسم کے اندرون رطوبتی غدود پائے جاتے ہیں""","any of the glands of the endocrine system that secrete hormones directly into the bloodstream"
"28796",1,"تھائی رائیڈ | غدّہ درقیہ","thyroid | thyroid gland","گردن کے جوڑ پر،جہاں سے آواز پیدا ہوتی ہے،کے نچلے حصے اور فقاری حیوانوں کے اوپری حصے کے دونوں جانب واقع ایک غیر قناتی غدّہ","located near the base of the neck"
"28797",1,"پیراتھائرائیڈغدود","parathyroid | parathyroid gland","تھائیرائڈ غدود کی پچھلی سطح پر واقع چار چھوٹی درون ریر غدود میں سے ہر ایک:""پیراتھائرائیڈغدود پیراتھائرائیڈ ہارمون نکالتی ہے""","any one of four endocrine glands situated above or within the thyroid gland"
"28802",1,"ایڈرینل غدود | گردہ غدود","adrenal | adrenal gland | suprarenal gland","ایک درون ریز غدود:""گردہ غدود ہر ایک گردے کے اوپر واقع ہوتا ہے""","either of a pair of complex endocrine glands situated near the kidney"
"28803",1,"پروسٹیٹ غدود","prostate | prostate gland","تین حصوں والا ایک درون ریز غدود جو مرد میں پیشاب تھیلی کے اندام نہانی اور پیشاب نلی کو گھیرے رہتی ہے:""پروسٹیٹ غدود کے بہاؤ سے منی کا ایک حصہ بنتا ہے""","a firm partly muscular chestnut sized gland in males at the neck of the urethra; produces a viscid secretion that is the fluid part of semen"
"28809",1,"تھائمس | تھائمس غدود | غدود تیموسیہ","thymus | thymus gland","گلے کے نچلے حصہ میں موجود ایک بغیر نس کا غدود","a ductless glandular organ at the base of the neck that produces lymphocytes and aids in producing immunity; atrophies with age"
"28810",1,"کڈنی | گردہ","kidney","جان داروں کے اندر پایا جانے والا ایک ایسا عضو جو جسم سے پیشاب وغیرہ کو باہر نکالتاہے","either of two bean-shaped excretory organs that filter wastes (especially urea) from the blood and excrete them and water in urine"
"28812",1,"بلیہا | تلی | طحال","lien | spleen","پیٹ کے اندرونی حصے کا وہ چھوٹا عضو جو پسلیوں کے نیچے بائیں جانب ہوتا ہے","a large dark-red oval organ on the left side of the body between the stomach and the diaphragm; produces cells involved in immune responses"
"28813",1,"شریان | نس","arteria | arterial blood vessel | artery","جسم کی وہ نلی جس کے ذریعہ دل سے چل کر خالص خون پورے جسم میں پہنچتا ہے","a blood vessel that carries blood from the heart to the body"
"28818",1,"رگ | شریان | ورید","aorta","خالص خون کو دل سے لے کر سبھی جسم تک پہنچانے والی سب سے بڑی خون  کی رگ","the large trunk artery that carries blood from the left ventricle of the heart to branch arteries"
"29000",1,"حشفہ | سپاڑا","glans","عضو تناسل کا اگلہ حصہ","a small rounded structure; especially that at the end of the penis or clitoris"
"29103",1,"پتا","gallbladder","جگر کی وہ تھیلی جس میں صفرا رہتا ہے","a muscular sac attached to the liver that secretes bile and stores it until needed for digestion"
"29105",1,"جگر | کلیجہ","liver","پیٹ میں دائیں  جانب کی وہ تھیلی جس کے عمل سے کھانا ہضم ہوتا ہے","large and complicated reddish-brown glandular organ located in the upper right portion of the abdominal cavity; secretes bile and functions in metabolism of protein and carbohydrate and fat; synthesizes substances involved in the clotting of the blood; synthesizes vitamin A; detoxifies poisonous substances and breaks down worn-out erythrocytes"
"29112",1,"لبلبہ","pancreas","جسم میں پائی جانے والی ایک لمبی اور یکجا غدود جو  معدے کے پیچھے آڑی یا ترچھی شکل میں ہوتی ہے اور جس سے عرق ہاضم اور انسولین نکلتی ہے:""لبلبہ کے ذریعے نکلا عرق ہاضم ہاضمے میں مددگار ہوتا ہے""","a large elongated exocrine gland located behind the stomach; secretes pancreatic juice and insulin"
"29114",1,"پھےپھڑا | پھیپھڑا","lung","NO_GLOSS","either of two saclike respiratory organs in the chest of vertebrates; serves to remove carbon dioxide and provide oxygen to the blood"
"29122",1,"جگر | دل | قلب | کلیجہ","heart | pump | ticker","سینے کے اندر بائیں جانب کا ایک عضو جس کی حرکت سے سارے جسم کی نسوں میں خون دوڑتا ہے","the hollow muscular organ located behind the sternum and between the lungs; its rhythmic contractions move the blood through the body"
"29125",1,"پیس میکر | رفتارساز","cardiac pacemaker | pacemaker | sa node | sinoatrial node","دل کی رفتار کے توازن میں مددگارایک آلہ","a specialized bit of heart tissue that controls the heartbeat"
"29156",1,"بطن | پیٹ | شکم | معدہ","breadbasket | stomach | tum | tummy","پیٹ کے اندر کا وہ تھیلی نما حصہ جس میں کھانا کھایا ہوا مادہ جمع ہوتا ہے اور ہضم ہوتا ہے","an enlarged and muscular saclike organ of the alimentary canal; the principal organ of digestion"
"29159",1,"نظام لمف","lymphatic system | systema lymphaticum","جسمانی نسیجوں اور اعضا کے درمیان کی جگہ اور نسوں کا وہ نظام اندرون رشتہ جس کے ذریعے جسم میں لمف کی آمدورفت ہوتی ہے:""نظام لمف کے ذریعے جسم میں لمف کی آمدورفت ہوتی ہے""","the interconnected system of spaces and vessels between body tissues and organs by which lymph circulates throughout the body"
"29177",1,"خون | رکت | لہو","blood","NO_GLOSS","the fluid (red in vertebrates) that is pumped by the heart"
"29179",1,"بلڈ گروپ","blood group | blood type","طبی  نقطہ نظر سے درجہ بند خون کی قسمیں","human blood cells (usually just the red blood cells) that have the same antigens"
"29180",1,"اے بلڈگروپ | اے خون جماعت","a | group a | type a","وہ بلڈگروپ جس کے لال ذرات پر اے اینٹی جِن پایاجاتا ہے:""اے بلڈگروپ کے مریض کو اے اور او بلڈ گروپ والے عطیہ کنندہ کا خون دیاجاتا ہے""","the blood group whose red cells carry the A antigen"
"29181",1,"بی بلڈگروپ | بی خون جماعت","b | group b | type b","وہ بلڈ گروپ جس کے لال ذرات پر بی اینٹی جِن پایاجاتا ہے:""بی بلڈگروپ کے مریض کو بی اور او بلڈگروپ والے عطیہ کنندہ کا خون دیاجاتا ہے""","the blood group whose red cells carry the B antigen"
"29182",1,"اےبی بلڈگروپ","ab | group ab | type ab","وہ بلڈگروپ جس کے لال ذرات پر اے اور بی دونوں اینٹی جِن پائے جاتے ہیں:""اے بی گروپ کو تمام بلڈ گروپ کا خون چڑھایا جا سکتا ہے""","the blood group whose red cells carry both the A and B antigens"
"29183",1,"او بلڈگروپ","group o | o | type o","وہ بلڈگروپ جس کے لال ذرات پر او اینٹی جِن پایا جاتا ہیں:""او بلڈگروپ کو صرف او بلڈگروپ کا ہی خون چڑھایاجاسکتا ہے""","the blood group whose red cells carry neither the A nor B antigens"
"29188",1,"خون کابہاو | خون کی گردش | گردش احمر | گردش خون","bloodstream","خون کا بہاو:""دل کے خون کی گردش رکتے ہی موت طے ہے""","the blood flowing through the circulatory system"
"29189",1,"تھکّا","clot | coagulum","جمی ہوئی گاڑھی چیز کی موٹی تہہ یاپرت","a lump of material formed from the content of a liquid"
"29194",1,"سیرم","blood serum | serum","خون کا وہ آبی حصہ  جس میں فائیبر ینوجن نہیں پایاجاتا:""سیرم سے کچھ دوائیں بھی بنائی جاتی ہیں""","watery fluid of the blood that resembles plasma but contains fibrinogen"
"29196",1,"پلازما","plasm | plasma","خون کا وہ سیال حصہ جس میں خون کے خلیے پائے جاتے ہیں","colorless watery fluid of blood and lymph containing no cells and in which erythrocytes and leukocytes and platelets are suspended"
"29199",1,"جانوروں کی بافتوں میں پائے جانے والا بے رنگ مائع | خلط مائی | لمف","lymph","جانوروں کی بافتوں میں پائے جانے والا بے رنگ مائع،کھارا اور رواں مادہ","a thin coagulable fluid (similar to plasma but) containing white blood cells (lymphocytes) and chyle; is conveyed to the blood stream by lymphatic vessels"
"29200",1,"بیج | دھات | مادہ تولید | مادہ منویہ | منی | ویریہ","come | cum | ejaculate | seed | semen | seminal fluid","NO_GLOSS","the thick white fluid containing spermatozoa that is ejaculated by the male genital tract"
"29204",1,"آنسو","tear | teardrop","NO_GLOSS","a drop of the clear salty saline solution secreted by the lacrimal glands"
"29206",1,"پسینہ | عرق","perspiration | sudor | sweat","محنت یا گرمی کے سبب جسم کی جلد کے سوراخوں سے نکلنے والا سیال مادہ","salty fluid secreted by sweat glands"
"29210",1,"پت | صفرا سے متعلق | صفراوی","bile | gall","جسم کے اندر کا ایک رقیق مادہ جو معدہ میں بنتا ہے اور ہاضمہ میں مددگار ہوتا ہے","a digestive juice secreted by the liver and stored in the gallbladder; aids in the digestion of fats"
"29213",1,"ہارمون","endocrine | hormone | internal secretion","کسی غدہ،عضو یا جسم کے حصے میں پیداہونے والاایک کیمیائی سیال مادہ جوخون کے ذریعہ جسم کے دیگرحصوں میں لے جایا جاتاہے","the secretion of an endocrine gland that is transmitted by the blood to the tissue on which it has a specific effect"
"29217",1,"ایپنیفرین | ایڈری نلن","adrenalin | adrenaline | epinephrin | epinephrine","ایک قسم کا ہارمون جو تناو کے سبب اڈرینل غدہ کے میڈولا سے بہتی ہے:""ایپنیفرین فشارخون، دل کی رفتار وغیرہ کو بڑھانے والا ہوتا ہے""","a catecholamine secreted by the adrenal medulla in response to stress (trade name Adrenalin); stimulates autonomic nerve action"
"29222",1,"انسولین","insulin","غدہ لبلبہ میں پیداہونے والاایک ہارمون","hormone secreted by the isles of Langerhans in the pancreas; regulates storage of glycogen in the liver and accelerates oxidation of sugar in cells"
"29244",1,"مخاطی","mucous secretion | mucus","غدود مخاطی اور غدود غشا سے ترشح ہونے والا ایک چپچپا سیال مادہ:""مخاطی پانی، میوسین، معدنی نمک وغیرہ سے بنا ہوتا ہے""","protective secretion of the mucous membranes; in the gut it lubricates the passage of food and protects the epithelial cells; in the nose and throat and lungs it can make it difficult for bacteria to penetrate the body through the epithelium"
"29246",1,"پونٹا | نیٹا","snot","ناک سے نکلنے والا سیال مادہ","nasal mucus"
"29248",1,"رال | لار","saliva | spit | spittle","NO_GLOSS","a clear liquid secreted into the mouth by the salivary glands and mucous glands of the mouth; moistens the mouth and starts the digestion of starches"
"29251",1,"اگال | پِیک","tobacco juice","کھائےہوئےپان وغیرہ کےرس کی تھوک","saliva colored brown by tobacco (snuff or chewing tobacco)"
"29255",1,"پیپ | رطوبت | مواد","festering | ichor | purulence | pus | sanies | suppuration","پھوڑے وغیرہ میں سے نکلنے والا سفید زہریلا مادہ","a fluid product of inflammation"
"29262",1,"شریان | ورید","vein | vena | venous blood vessel","NO_GLOSS","a blood vessel that carries blood from the capillaries toward the heart"
"29292",1,"جھلی","membrane | tissue layer","کسی شیے وغیرہ کی پتلی تہہ یا پرت:""انڈے کے باہری سخت پرت کے نیچے جھلی ہوتی ہے""","a pliable sheet of tissue that covers or lines or connects organs or cells of animals"
"29293",1,"ریٹنا | شبکیہ","retina","NO_GLOSS","the light-sensitive membrane covering the back wall of the eyeball; it is continuous with the optic nerve"
"29312",1,"غیرپیداہونے والی خلیات","somatic cell | vegetative cell","وہ خلیہ جو جنم میں حصہ نہیں لیتی ہو یا جس کے ذریعے پیدائش نہ ہوتا ہو","any of the cells of a plant or animal except the reproductive cells; a cell that does not participate in the production of gametes"
"29316",1,"پروٹوپلاسٹ","energid | protoplast","ایک جاندار اکائی جس میں خلیہ کاپردہ نہیں ہوتا لیکن پلازما جڑی ہوتى ہے","a biological unit consisting of a nucleus and the body of cytoplasm with which it interacts"
"29318",1,"جنین | جنینی خلیہ","fertilized ovum | zygote","وہ خلیہ جس  کی تشکیل ڈمب اور بیضہ کے ملاپ سے ہوتی ہے:""ثنوی خلیہ منقسم ہو کرجنین کی تشکیل کرتا ہے ""","the cell resulting from the union of an ovum and a spermatozoon (including the organism that develops from that cell)"
"29320",1,"پروٹوپلازم | جاندارمادہ","living substance | protoplasm","خلیہ میں ملنے والا جاندار مادہ","the substance of a living cell (including cytoplasm and nucleus)"
"29321",1,"خلومایہ | خلیے کا نخزمایہ مرکزے کے علاوہ | مادہ حیات","cytol | cytoplasm","خلیہ کےمرکزسے باہرکاجاندارمادہ","the protoplasm of a cell excluding the nucleus; is full of proteins that control cell metabolism"
"29332",1,"مرکزہ | مرکزہ خلیہ","cell nucleus | karyon | nucleus","ڈی این اے اور آر این اے سے تیار خلیہ کا وہ حصہ جو فروغ اور پیدائش کا محرک ہوتا ہے","a part of the cell containing DNA and RNA and responsible for growth and reproduction"
"29340",1,"جین | مورثہ","cistron | factor | gene","لونیہ پر کسی متعین جگہ  وقوع پذیر رہنے والی موروثی منتقلی کی ایک بنیادی  اکائی:""موروثی خصوصیات جینوں کے ذریعہ ہی منتقل ہوتی ہیں""","(genetics) a segment of DNA that is involved in producing a polypeptide chain; it can include regions preceding and following the coding DNA as well as introns between the exons; it is considered a unit of heredity"
"29365",1,"کرُومُوسُوم | لونیہ","chromosome","خلیے کے مرکزہ میں واقع دھاگے کی طرح ایک بناوٹ:""لونیہ موروثی خصوصیات کو اولاد میں منتقل کرتا ہے""","a threadlike body in the cell nucleus that carries the genes in a linear order"
"29384",1,"خلویاتی جزو | خلویاتی حصہ","cell organ | cell organelle | organelle","خلیہ کا کوئی حصہ یا عضو","a specialized part of a cell; analogous to an organ"
"29390",1,"خالی جگہ | خلا","vacuole","کسی خلیہ کے جاندارمادے میں موجود ایک خلا یا خالی جگہ جو ہوا یا سیال مادے  سےبھری ہوتی ہے","a tiny cavity filled with fluid in the cytoplasm of a cell"
"29393",1,"خلیہ استخواں | ہڈی خلیہ","bone cell","ہڈی میں پایا جانے والا خلیہ","a cell that is part of a bone"
"29394",1,"رحمی خلیہ","embryonic cell | formative cell","وہ خلیہ جو رحم میں پائی جاتی ہے","a cell of an embryo"
