"concept_id","part_of_speech","lemmas","english_lemmas","gloss","english_gloss"
"31854",1,"अपेक्षा | आकाङ्क्षा","expectation | outlook | prospect","कसैमाथि भरोसा गर्ने क्रिया कि अमुक कार्य उद्वारा हुन सक्छ या हुन्छ","belief about (or mental picture of) the future"
"31858",1,"मत | राय | विचार | सम्मति","opinion | persuasion | sentiment | thought | view","कुनै बिषय आदिमा प्रकट गरिएको कसैको आफ्नो विचार वा सम्मति","a personal belief or judgment that is not founded on proof or certainty"
"31889",1,"अंध-विश्वास | अंधविश्वास | अन्ध-विश्वास | अन्धविश्वास","superstition | superstitious notion","सोच-विचार नगरी या आँखा चिम्लेर कुनै कुरामा गरिने विश्वास","an irrational belief arising from ignorance or fear"
"31901",1,"मान्यता | मूल्य | विचार","values","कुनै कुरा वा सिद्धान्त मानिने क्रिया वा भाव","beliefs of a person or social group in which they have an emotional investment (either for or against something)"
"31904",1,"आदर्श | मार्ग","principle","केही यस्तो उच्च सिद्धान्त जसलाई मान्छेले आफ्नो जीवनमा अपनाउँछ र त्यसमा नै चल्नु ठिक मान्छ","a rule or standard especially of good behavior"
"31907",1,"आचार संहिता | नीति","ethic | moral principle | value-system | value orientation","जनता वा समाजका लागि निश्‍चित आचार-व्यवहार","the principles of right and wrong that are accepted by an individual or a social group"
"31995",1,"अनात्मवाद | देहात्मवाद | पदार्थवाद | भौतिकतावाद | भौतिकवाद","materialism | physicalism","देह या शरीरलाई नै आत्मा मान्ने सिद्धान्त","(philosophy) the philosophical theory that matter is the only reality"
"31999",1,"यथार्थवाद","naturalism","यो दार्शनिक विश्‍वास वा सिद्धान्त के भने भौतिक जगतको स्वतन्त्र सत्ता वा अस्तित्व हो र हामीलाई सबै ज्ञान भौतिक तत्वहरूबाट हुन्छ","(philosophy) the doctrine that the world can be understood in scientific terms without recourse to spiritual or supernatural explanations"
"32019",1,"परम्परा","traditionalism","यो विश्वास कि समाजका लागि रीति-रिवाज र परम्परा आधुनिक विचारहरूको अपेक्षा अधिक महत्त्वपूर्ण छन्","the doctrine that all knowledge was originally derived by divine revelation and that it is transmitted by traditions"
"32025",1,"जन्तर-मन्तर | जादु-टुना | टुना-मुना","black art | black magic | necromancy | sorcery","कसैको अहित गर्न अथवा दैवी बाधा हटाउन प्रयोग गर्ने अलौकिक शक्ति वा भूत-प्रेतमाथि गरिने विश्वास:आजका वैज्ञानिकहरू टुना-मुनामा विश्वास गर्दैनन्","the belief in magical spells that harness occult forces or evil spirits to produce unnatural effects in the world"
"32033",1,"नास्तिकता","atheism","वेद,ईश्‍वर र परलोक आदिमा अविश्‍वास","a lack of belief in the existence of God or gods"
"32036",1,"अभिप्राय: | आशय | ईप्सा | उद्देश्य | कारण | ध्येय | निमित्त | नियत | प्रयोजन | मतलब | मिसन | लक्ष्य | साध्य | हेतु","end | goal","त्यो विचार जसलाई पूरा गर्न कुनै काम गरिन्छ","the state of affairs that a plan is intended to achieve and that (when achieved) terminates behavior intended to achieve it"
"32057",1,"संस्कति","acculturation | culture","कुनै व्यक्‍ति,जाति,राष्ट्र,आदिका ती सबै कुरा जुन चाहिँ उसको मन,रुचि,आचार-विचार,कला-कौशल र सभ्यताको क्षेत्रमा बौद्धिक विकासका सूचक हुन्छन्","all the knowledge and values shared by a society"
"32061",1,"पाण्डित्य | विद्वता","encyclopaedism | encyclopedism | eruditeness | erudition | learnedness | learning | scholarship","ज्ञान हुने भाव या ज्ञानी हुने अवस्था","profound scholarly knowledge"
"32077",1,"अनुभवहीनता","inexperience | rawness","अनुभवहीन हुने अवस्था या भाव","lack of experience and the knowledge and understanding derived from experience"
"32107",1,"विषय","bailiwick | branch of knowledge | discipline | field | field of study | study | subject | subject area | subject field","ज्ञान वा शिक्षाको एउटा शाखा:म सबै विषयमा उत्तीर्ण भएँ मोहन हिन्दी र गणित विषयमा अनुत्तीर्ण भए","a branch of knowledge"
"32123",1,"बिज्ञान | विज्ञान","science | scientific discipline","NO_GLOSS","a particular branch of scientific knowledge"
"32125",1,"अङ्क | गणित | गणितशात्र","math | mathematics | maths","त्यो शास्त्र जसमा सङ्ख्या, परिणाम आदिको टुङ्गो गर्ने उपायको विचार हुन्छ:रामानुजन गणित शास्त्रका सुप्रसिद्ध ज्ञाता थिए","a science (or group of related sciences) dealing with the logic of quantity and shape and arrangement"
"32127",1,"अङ्कगणित | गणित | हिसाब","arithmetic","त्यो विद्या जसमा सङ्ख्याहरूको जोड्ने-घटाउने गुणा-भाग आदिको विधि भनिन्छ:उनी अङ्कगणितमा निपुण छन्","the branch of pure mathematics dealing with the theory of numerical calculations"
"32129",1,"ज्यामिति | रेखागणित","geometry","गणितशास्त्रको त्यो अङ्ग जसमा पिण्डको नापजोख, रेखा, कोण, तल आदिको विवेचन हुन्छ:यस वर्ष ज्यामितिका प्रश्‍नपत्र धेरै कठिन थिए","the pure mathematics of points and lines and curves and surfaces"
"32164",1,"अक्षर गणित | बीज गणित","algebra","गणितको त्यो प्रकार जसमा अक्षरलाई सङ्ख्याको स्थानमा मानेर अज्ञात मान या संङ्ख्या जानिन्छ","the mathematics of generalized arithmetical operations"
"32270",1,"जीव विज्ञान | जीव शास्त्र | जैविक | बायोलोजी","biological science | biology","त्यो विज्ञान जसमा जीव-जन्तुहरू र वनस्पतिहरू आदिको उत्पत्ति,स्वरूप,विकास र विभाग आदिको विवेचन हुन्छ","the science that studies living organisms"
"32291",1,"दन्त-चिकित्सा विज्ञान | दन्त-चिकित्सा शास्त्र | दन्त चिकित्सा शास्त्र | दन्तचिकित्सा विज्ञान","dental medicine | dentistry | odontology","त्यो विज्ञान जसका अन्तर्गत दाँतहरूको संरचना,विकास तथा रोगसम्बन्धी अध्ययन गरिन्छ","the branch of medicine dealing with the anatomy and development and diseases of the teeth"
"32309",1,"आरोग्य-विज्ञान | आरोग्य-शास्त्र | आरोग्यविज्ञान | आरोग्यशास्त्र | स्वास्थ्य-विज्ञान | स्वास्थ्यविज्ञान","hygiene | hygienics","रोगको रोकथाम र स्वास्थ्य सुरक्षासित सम्बन्धित विज्ञान:मिताली स्वास्थ्यविज्ञानकी प्राध्यापिका हुन्","the science concerned with the prevention of illness and maintenance of health"
"32322",1,"ओन्कोलोजी","oncology","NO_GLOSS","the branch of medicine concerned with the study and treatment of tumors"
"32330",1,"मनोरोग विज्ञान","psychiatry | psychological medicine | psychopathology","NO_GLOSS","the branch of medicine dealing with the diagnosis and treatment of mental disorders"
"32348",1,"पेथोलॉज़ी | रोग-विज्ञान | रोग विज्ञान | विकृति-विज्ञान | विकृति विज्ञान","pathology","रोगको सुरुदेखि अन्त्यसम्मको अध्ययन","the branch of medical science that studies the causes and nature and effects of diseases"
"32359",1,"शल्य-चिकित्सा शास्त्र | शल्य-शास्त्र | शल्य चिकित्सा शास्त्र | शल्यशास्त्र","surgery","शरीरमा भएको घाउ-खटिरा आदि चिर-फारद्वारा गरिने चिकित्सा विधान","the branch of medical science that treats disease or injury by operative procedures"
"32361",1,"उपचार विज्ञान | चिकित्सा विज्ञान | चिकित्सा शास्त्र","therapeutics","चिकित्सासँग सम्बन्धित ज्ञान-विज्ञान","branch of medicine concerned with the treatment of disease"
"32373",1,"वनस्पति | वनस्पतिविज्ञान | वनस्पतिशास्त्र","botany | phytology","त्यो शास्त्र जसमा रूख पातका जातहरू र अङ्ग आदिको अध्ययन हुन्छ:संयोगिता वनस्पति शास्त्रकी प्राध्यापिका हुन्","the branch of biology that studies plants"
"32423",1,"अङ्गविद्या | शरीरविज्ञान | शरीरशास्त्र","physiology","त्यो शास्त्र जसमा शरीरका अङ्गहरूको बनावट र त्यसका कार्यहरूको विवेचना हुन्छ:चिकित्साशास्त्रमा अङ्गविद्या पढ्नु अनिवार्य हुन्छ","the branch of the biological sciences dealing with the functioning of organisms"
"32434",1,"जीवविज्ञान | प्राणीविज्ञान","zoological science | zoology","त्यो विज्ञान जसमा जन्तु वा प्राणीहरूको उत्पत्ति, विकास, स्वरूप र विभागहरूको विवेचन गरिन्छ:सुशान्तका लागि प्राणीविज्ञान धेरै रोचक विषय हो","the branch of biology that studies animals"
"32444",1,"भाैतिक शास्त्र","natural philosophy | physical science | physics","NO_GLOSS","the science of matter and energy and their interactions"
"32521",1,"गति विज्ञान | डाइनामिक्स","dynamics | kinetics","त्यो विज्ञान जसको अन्तर्गत गति गर्दै गरेका वस्तुहरूको एवं त्यसको बलको वैज्ञानिक अध्ययन गरिन्छ","the branch of mechanics concerned with the forces that cause motions of bodies"
"32533",1,"भू-विज्ञान | भूगर्भशास्त्र | भूशास्त्र","geology","त्यो शास्त्र जसद्वारा यस कुराको ज्ञान हुन्छ के भने पृथ्वीको माथिल्लो भाग के-के तत्वहरूले बनेको छ","a science that deals with the history of the earth as recorded in rocks"
"32536",1,"भू-भौतिक | भूभौतिक","geophysical science | geophysics","त्यो भू विज्ञान जसमा भौतिक सिद्धान्तको प्रयोग गरेर पृथ्वीको गुण-धर्महरूको अध्ययन गरिन्छ","geology that uses physical principles to study properties of the earth"
"32554",1,"खनिज विज्ञान | खनिज शास्त्र | खनिजविज्ञान | खनिजशास्त्र","mineralogy","त्यो विज्ञान जसमा खानीहरूको पत्तो लगाउने, त्यसबाट चीजहरू निकाल्ने र खनिज पदार्थको स्वरूप आदिको विवेचन हुन्छ","the branch of geology that studies minerals: their structure and properties and the ways of distinguishing them"
"32560",1,"भूगोल | भूगोलविद्या | भूगोलशास्त्र","geographics | geography","त्यो शास्त्र जसमा पृथ्वीको माथिल्लो स्वरूप र प्राकृतिक विभागहरूको विवेचन वा वर्णन गरेको हुन्छ:उनले भूगोलमा राम्रो अङ्क पाए","study of the earth's surface; includes people's responses to topography and climate and soil and vegetation"
"32594",1,"आइ टी | सूचना प्रौद्योगिकी","information technology | it","अभियान्त्रिकको एउटा शाखा जसमा सूचना सङ्ग्रह गर्ने र पठाउनका लागि कम्प्युटर तथा इलेकट्रनिक उपकरणहरूको उपयोग सम्बन्धी जानकारी दिइन्छ","the branch of engineering that deals with the use of computers and telecommunications to retrieve and store and transmit information"
"32604",1,"मनोविज्ञान | मनोविद्या | साइकोलोजी","psychological science | psychology","त्यो शास्त्र जसमा चित्तका वृत्तिहरू वा मनमा आउने विचारहरूको विवेचन हुन्छ","the science of mental life"
"32630",1,"नागरिक-शास्त्र | नागरिकशास्त्र","civics","नागरिक विषयसित सम्बन्धित सामाजिकविज्ञान:उनी नागरिकशास्त्रका विद्यार्थी हुन्","the social science of municipal affairs"
"32631",1,"मानव-विज्ञान | मानव-शास्त्र | मानव विज्ञान | मानव शास्त्र | मानवविज्ञान | मानवशास्त्र","anthropology","त्यो शास्त्र जसमा मनुष्यको उत्पत्ति, विकास,भेद आदिको विवेचन हुन्छ","the social science that studies the origins and social relationships of human beings"
"32632",1,"पुरातत्त्वशास्त्र","archaeology | archeology","NO_GLOSS","the branch of anthropology that studies prehistoric people and their cultures"
"32662",1,"अर्थविज्ञान | अर्थशास्त्र | शास्त्र","economic science | economics | political economy","त्यो शास्त्र जसमा अर्थ वा धन-सम्पत्तिको उत्पत्ति, उपयोग, विनियोग र वितरणको विवेचना हुन्छ:उनी अर्थशास्त्रका राम्रा ज्ञाता हुन्","the branch of social science that deals with the production and distribution and consumption of goods and services and their management"
"32670",1,"समाजविज्ञान | समाजशास्त्र | सामाजिकविज्ञान","sociology","विज्ञानको त्यो शाखा जसको अन्तर्गत समाज र समाजको व्यक्तिगत सम्बन्धबारे अध्ययन गरिन्छ","the study and classification of human societies"
"32671",1,"अपराध-विज्ञान | अपराध विज्ञान","criminology","त्यो विज्ञान जसमा यस कुराको विवेचन हुन्छ के भने मान्छेले अपराध किन गर्छन् र उनीहरूको अपराध गर्ने प्रवृत्तिलाई कुन् उपायले अन्त गर्न सकिन्छ","the scientific study of crime and criminal behavior and law enforcement"
"32687",1,"इतिहास | इतिहासशास्त्र","history","त्यो शास्त्र जसमा इतिहासको घटना आदिको अध्ययन गर्न सकिन्छ:इतिहास मेरो प्रिय विषय हो","the discipline that records and interprets past events involving human beings"
"32697",1,"दर्शनशास्त्र","philosophy","त्यो शास्त्र जसमा विविध दर्शनहरूको विवेचन हुन्छ","the rational investigation of questions about existence and knowledge and ethics"
"32698",1,"आचारशास्त्र | नीतिविद्या | नीतिशास्त्र","ethics | moral philosophy","त्यो शास्त्र जसमा मनुष्य समाजको हितका लागि देश,काल र पात्रका अनुसार आचार व्यवहार तथा प्रवन्ध एवं शासनको विधान हुन्छ","the philosophical study of moral values and rules"
"32707",1,"सौन्दर्यशास्त्र","aesthetics | esthetics","त्यो शास्त्र जसमा सौन्दर्यसम्बन्धी दार्शनिक परिकल्पनाहरू गरिएको छ","(art) the branch of philosophy dealing with beauty and taste (emphasizing the evaluative criteria that are applied to art)"
"32709",1,"तर्कविद्या | न्याय | न्याय-दर्शन | न्याय-शास्त्र | न्याय दर्शन | न्याय शास्त्र | न्यायदर्शन | न्यायशास्त्र","jurisprudence | law | legal philosophy","छ दर्शनहरूमा एउटा दर्शन वा  शास्त्र जसमा कुनै वस्तुको यथार्थ ज्ञानका लागि  मत वा विचारहरूको  उचित विवेचन हुन्छ","the branch of philosophy concerned with the law and the principles that lead courts to make the decisions they do"
"32719",1,"तर्कशास्त्र | युक्तिशास्त्र","logic","तर्क वा विवेचना गर्ने नियम र सिद्धान्तहरूलाई खण्डन-मण्डनको तरिका बताउने शास्त्र:उनी तर्कशास्त्र अध्ययन गर्छन्","the branch of philosophy that analyzes inference"
"32743",1,"साहित्य","lit | literature","विद्याको त्यो शाखा जसमा साहित्यको अध्ययन गरिन्छ","the humanistic study of a body of literature"
"32759",1,"भाषा-विज्ञान | भाषा विज्ञान","linguistics","त्यो विज्ञान जसको अन्तर्गत कुनै भाषाको अध्ययन गरिन्छ","the scientific study of language"
"32760",1,"व्याकरण","grammar","त्यो शास्त्र जसमा कुनै भाषाको शब्दहरूको प्रकार र प्रयोग गर्ने नियम आदिको निर्धारण गरेको हुन्छ:कुनै पनि भाषाको आधार त्यसको व्याकरण हुन्छ","the branch of linguistics that deals with syntax and morphology (and sometimes also deals with semantics or morphology)"
"32863",1,"झुकाउ | सङ्केत","disposition | inclination | tendency","अर्कैतिर प्रवृत्त हुने क्रिया या भाव","an attitude of mind especially one that favors one alternative over others"
"32885",1,"पक्षपात | भेदभाव","partiality | partisanship","औचित्य वा न्यायको विचार छोडेर कुनै एक पक्षको अनुरूप हुने खालको प्रवृत्ति, सहानुभूति र त्यही पक्षको समर्थन गर्ने क्रिया वा भाव:हामीले पक्षपातभन्दामाथि गएर सबैको कल्याण गर्नुपर्छ","an inclination to favor one group or view or opinion over alternatives"
"32893",1,"तटस्थ | निरपेक्ष","impartiality | nonpartisanship","निरपेक्ष हुने अवस्था वा भाव","an inclination to weigh both views or opinions equally"
"32910",1,"सङ्कीर्णता","pettiness","विचार सङ्कीर्ण भएको अवस्था","narrowness of mind or ideas or views"
"32914",1,"कट्टरपन | हठधर्मिता | हठधर्मी","fanaticism | fanatism | zealotry","आफ्नो मत वा सम्प्रदायको कुरा लिएर टेक गर्ने प्रवृत्ति","excessive intolerance of opposing views"
"32917",1,"आदर | सम्मान","esteem | regard | respect","यस्तो कुरो वा कार्य जसले कसैलाई भन्ने वा गर्नाले त्यसलाई प्रसन्नता मिल्छ वा सम्मानित हुने अवस्था:आमा-बाउलाई सम्मान गर्नुपर्छ","an attitude of admiration or esteem"
"32935",1,"ठनाइ | ठहर्‍याइ | दृष्टि | दृष्टिकोण | नजर | विचार | सोच","point of view | stand | standpoint | viewpoint","कुनै वस्तु हेर्ने या कुनै विषयमा विचार गर्ने वृत्ति या ढङ्ग","a mental position from which things are viewed"
"33005",1,"अनीश्वरवाद | नास्तिकतावाद | निरीश्वरवाद","atheism | godlessness","त्यो अवस्था या सिद्धान्त जसमा मनुष्य ईश्वर,मत-मतान्तर,लोक-परलोक आदिको अस्तित्व मानिँदैन","the doctrine or belief that there is no God"
"33008",1,"अद्वैतवाद | एकात्मवाद | एकेश्वरवाद","monotheism","वेदान्तको त्यो सिद्धान्त जसमा आत्मा र परमात्मालाई एउटै मानिन्छ र ब्रह्मलाई छाडेर अरू सबै वस्तुहरू वा तत्वहरूको सत्ता अवास्तविक वा असत्य मानिन्छ","belief in a single God"
"33018",1,"ईसाई धर्म","christian religion | christianity","ईसामसीहद्वारा चलाइएको एउटा धर्म","a monotheistic system of beliefs and practices based on the Old Testament and the teachings of Jesus as embodied in the New Testament and emphasizing the role of Jesus as savior"
"33041",1,"रूढिवाद","fundamentalism","त्यो वाद वा सिद्धान्त जसमा धेरै दिनदेखि चलेर आएको रीति-नीतिमाथि नै अन्धविश्‍वास छ","the interpretation of every word in the sacred texts as literal truth"
"33050",1,"यहुदी | यहुदी धर्म","judaism","एउटा धर्म जसले एक ईश्वरमा विश्वास गर्छ","the monotheistic religion of the Jews having its spiritual and ethical principles embodied chiefly in the Torah and in the Talmud"
"33056",1,"इसलाम | इस्लाम | इस्लाम धर्म","islam | islamism | mohammedanism | muhammadanism | muslimism","मुसलमान धर्म या मोहम्मद साहबद्वारा चलाइएको हुआ धर्म जसको अनुयायीलाई मुसलमान भनिन्छ","the monotheistic religious system of Muslims founded in Arabia in the 7th century and based on the teachings of Muhammad as laid down in the Koran"
"33073",1,"सिक्ख धर्म | सिख धर्म","sikhism","गुरु नानकद्वारा चलाइएको एउटा धर्म","the doctrines of a monotheistic religion founded in northern India in the 16th century by Guru Nanak and combining elements of Hinduism and Islam"
"33074",1,"बौद्ध | बौद्ध धर्म","buddhism","एउटा गौतम बुद्धको विचारमा आधारित धर्म","the teaching of Buddha that life is permeated with suffering caused by desire, that suffering ceases when desire ceases, and that enlightenment obtained through right conduct and wisdom and meditation releases one from desire and suffering and rebirth"
"33088",1,"जरतुश्ती धर्म | जरतुश्त्री धर्म | जरथुश्त्री धर्म | जरदुश्त धर्म | पारसी धर्म","mazdaism | zoroastrianism","जरतुश्त्रद्वारा चलाइएको एउटा धर्म","system of religion founded in Persia in the 6th century BC by Zoroaster; set forth in the Zend-Avesta; based on concept of struggle between light (good) and dark (evil)"
"33144",1,"ताव","piece of paper | sheet | sheet of paper","चारकुने सादा कागज","used for writing or printing"
"33146",1,"पन्ना | पातो","folio | leaf","कुनै पुस्तक वा कपीमा लागेको त्यो वस्तु जसका दुवैतिर केही लेखिएको हुन्छ वा लेखिन्छ","a sheet of any written or printed material (especially in a manuscript or book)"
"33149",1,"पन्ना | पाता | पृष्ठ","page","किताबका पाताको अर्का पट्टिको तल्लो भाग:यस किताबका प्रत्येक पृष्ठ मैले पढिसकेको छु","one side of one leaf (of a book or magazine or newspaper or letter etc.) or the written or pictorial matter it contains"
"33163",1,"लेखन सामग्री | स्टेशनरी","letter paper | stationery","पत्र लेख्‍नका लागि विशेष रूपले काटिएको वा बनाइएको कागज","paper cut to an appropriate size for writing letters; usually with matching envelopes"
"33190",1,"डाक | हुलाक","mail | mail service | post | postal service","राज्यको तर्फबाट,चिट्ठीहरू,पार्सलहरू आदि आउने-जाने व्यवस्था","the system whereby messages are transmitted via the post office"
"33206",1,"दैनिक पत्र | दैनिक समाचार पत्र","daily","त्यो समाचार पत्र जसले नियमित रूपमा पढछ","a newspaper that is published every day"
"33212",1,"सम्पादकिय","column | editorial | newspaper column","NO_GLOSS","an article giving opinions or perspectives"
"33231",1,"दूरसञ्चार","telecom | telecommunication","तार,बेतार,फोन आदिद्वारा पर-परसम्म सन्देश पठाउने तथा प्राप्‍त गर्ने व्यवस्था","(often plural) systems used in transmitting messages over a distance electronically"
"33232",1,"टेलिफोन | दूरभाष | फोन","telephone | telephony","त्यो प्रणाली जसद्वारा एउटा स्थानबाट भनिएको कुरो अर्को स्थानमा सुनिन्छ","transmitting speech at a distance"
"33289",1,"भाषा","language | linguistic communication","NO_GLOSS","a systematic means of communicating by the use of sounds or conventional symbols"
"33297",1,"परिप्रेक्ष्य | प्रसङ्ग | सन्दर्भ","context | context of use | linguistic context","त्यो परिस्थिति जसमा कुनै घटना घटेको छ","discourse that surrounds a language unit and helps to determine its interpretation"
"33305",1,"पद | लबज | शब्द","word","अक्षरहरू वा वर्ण आदिले बनिएको र मुखबाट उच्चारित अथवा लेखिने त्यो सङ्केत जुनचाहिँ कुनै भाव, कार् वा कुराको बोध हुन्छ","a unit of language that native speakers can identify"
"33344",1,"बहुवचन","plural | plural form","व्याकरणमा त्यो वचन जसले एकभन्दा अधिक बोध हन्छ","the form of a word that is used to denote more than one"
"33345",1,"एकवचन","singular | singular form","व्याकरणमा त्यो वचन जसले एकको बोध हुन्छ","the form of a word that is used to denote a singleton"
"33366",1,"पर्याय | पर्यायवाची | समानार्थी","equivalent word | synonym","एउटा शब्दको विचारले उसका अर्थको सूचक अर्को शब्द","two words that can be interchanged in a context are said to be synonymous relative to that context"
"33396",1,"व्याकरणिक प्रकार | व्याकरणिक भेद","grammatical category | syntactic category","शब्दहरूको त्यो प्रकार जसमा व्याकरणिक विशेषता एक समान हुन्छन्","(grammar) a category of words having the same grammatical properties"
"33447",1,"संज्ञा","noun","व्याकरणमा त्यो विकारी शब्द जुनचाहिँ कुनै  वास्तविक वा कल्पित वस्तुको बोधक हुन्छ","a word that can be used to refer to a person or place or thing"
"33456",1,"क्रिया | क्रियापद","verb","व्याकरणमा त्यो शब्द जसद्वारा कुनै व्यापार हुनु या गरिनु सूचित हुन्छ","a content word that denotes an action or a state"
"33459",1,"विशेषण","adjective","त्यो विकारी शब्द जुनचाहिँ कुनै संज्ञावाची शब्दको विशेषता भन्दछ","a word that expresses an attribute of something"
"33474",1,"सर्वनाम","pronoun","NO_GLOSS","a function word that is used in place of a noun or noun phrase"
"33482",1,"पुरुष","person","व्याकरणमा सर्वनामहरूको त्यो भेद जसद्वारा यो थाहा पाइन्छ के भने सर्वनामको प्रयोग वक्ताका लागि भएको हो वा श्रोता वा सम्बोध्य वा अरू कसैका लागि","a grammatical category of pronouns and verb forms"
"33488",1,"अन्य पुरुष | अन्यपुरुष","third person","व्याकरणमा वक्ता र श्रोतालाई छोडेर त्यो पुरुष जसकाबारेमा केही भनिन्छ","pronouns and verbs that are used to refer to something other than the speaker or addressee of the language in which they occur"
"33491",1,"लिङ्ग","gender | grammatical gender","व्याकरणमा प्रयुक्त त्यो तत्व जसले पुरुष र स्त्रीको भेद पत्तो लाग्छ","a grammatical category in inflected languages governing the agreement between nouns and pronouns and adjectives; in some languages it is quite arbitrary but in Indo-European languages it is usually based on sex or animateness"
"33505",1,"सकर्मक क्रिया","transitive | transitive verb | transitive verb form","व्याकरणको  त्यो क्रिया जोसँग कुनै  कर्म हुँन्छ","a verb (or verb construction) that requires an object in order to be grammatical"
"33507",1,"अकर्मक क्रिया","intransitive | intransitive verb | intransitive verb form","व्याकरणको  त्यो क्रिया जोसँग कुनै  कर्म हुँदैन","a verb (or verb construction) that does not take an object"
"33534",1,"उपनाम | छद्मनाम","byname | cognomen | moniker | nickname | sobriquet | soubriquet","कुनै व्यक्ति,वस्तु आदिको वास्तविक नामभन्दा भिन्न कुनै अर्को नाम जसद्वारा ऊ प्रसिद्ध हुन्छ या पुकारिन्छ","a familiar name for a person (often a shortened version of a person's given name)"
"33536",1,"अथवा | उर्फ","alias | assumed name | false name","कुनै व्यक्‍ति आदिको वैकल्पिक नाम","a name that has been assumed temporarily"
"33542",1,"अभिधान","appellation | appellative | denomination | designation","कुनै पदको विशेष नाम वा संज्ञा","identifying word or words by which someone or something is called and classified or distinguished from others"
"33555",1,"श्रीमती","mrs | mrs.","श्रीमानको स्त्रीलिङ्गी रूप जसको प्रयोग विवाहित महिलाहरूको नामको अघि हुन्छ:श्रीमती इन्दिरा गान्धी हाम्रो देशकी प्रथम प्रधान मन्त्री थिइन्","a form of address for a married woman"
"33572",1,"रचना शीर्षक | शीर्षक | सिरनामा","head | header | heading","त्यो सम्बन्ध या पद जुन विषयलाई परिचय गराउन लेखका माथि त्यसको नामका रूपमा रहन्छ","a line of text serving to indicate what the passage below it is about"
"33589",1,"उपशीर्षक","subtitle","शीर्षकका अतिरिक्‍त कुनै विषयतिर धेरै स्पष्ट गर्ने दोस्रो शीर्षक","secondary or explanatory title"
"33612",1,"अक्षर-विन्यास | अक्षरन्यास | अक्षरविन्यास | मात्रा | वर्ण-विन्यास | वर्णविन्यास | हिज्जे","orthography | writing system","शब्द निर्माणमा प्रयुक्त अक्षरहरूको उचित क्रम","a method of representing the sounds of a language by written or printed symbols"
"33615",1,"अरमेनियन | अरमेनियाइ | अरमेनियाइ-लिपि | अरमेनियाई लिपि | अर्मेनियन | अर्मेनियाइ | अर्मेनियाइ-लिपि | अर्मेनियाइ लिपि","armenian | armenian alphabet","अरमेनियाइ भाषाको लिपि","a writing system having an alphabet of 38 letters in which the Armenian language is written"
"33618",1,"ब्राह्मी | ब्राह्मी लिपि","brahmi","भारतको त्यो प्राचीन लिपि जसबाट नागरी आदि आधुनिक लिपिहरू निस्केका छन्","a script (probably adapted from the Aramaic about the 7th century BC) from which later Indian scripts developed"
"33619",1,"देव-नागरी | देवनागरी | देवनागरी-लिपि | देवनागरी लिपि | नागरी","devanagari | devanagari script | nagari | nagari script","भारतको राष्ट्रलिपि जिसमा संस्कृत, हिन्दी, मराठी आदि अनेक भाषाहरू लेखिन्छन्","a syllabic script used in writing Sanskrit and Hindi"
"33663",1,"अक्षरौटी | लिपि शैली","syllabary | syllabic script","लेखावटको शैली","a writing system whose characters represent syllables"
"33666",1,"चित्रलिपि | चीनी लिपि","hieroglyph | hieroglyphic","लिपिको त्यो प्रकार जसमा कुनै  वस्तु वा भावको सूचक चित्र जस्तो बनाइन्छ","a writing system using picture symbols; used in ancient Egypt"
"33669",1,"अनुच्छेद | लेख | लेखन","piece of writing | writing | written material","कुनै विषयमा लेखेर प्रकट गरिएको विचार","the work of a writer; anything expressed in letters of the alphabet (especially when considered from the point of view of style and effect)"
"33674",1,"रचना | साहित्यिक कृति | साहित्यिक रचना","literature","साहित्यसित सम्बन्धित कृति","creative writing of recognized artistic value"
"33675",1,"साहित्य","literature","कुनै भाषा अथवा देशको सबै ग्रन्थ,लेख आदिको समूह","published writings in a particular style on a particular subject"
"33685",1,"आख्यायिका | कल्पत कथा | काल्पनिक कथा","fiction","यस्तो कथा जसको केवल कल्पना गरिएको छ","a literary work based on the imagination and not necessarily on fact"
"33710",1,"किम्बदन्ती | दन्तेकथा | लोककथा","fable | legend","यस्तो कुरो जुनचाहिँ मान्छेले परम्परादेखि सुन्दै आएका छन्,तर जसको ठिक हुने कुनै पुष्ट प्रमाण छैन","a story about mythical or supernatural beings or events"
"33726",1,"आलोचना | समालोचना","criticism | literary criticism","राम्ररीले हेरचाह गरेर कुनै साहित्यिक कृतिको गुण र दोषको विवेचना गर्ने","a written evaluation of a work of literature"
"33735",1,"गद्य","prose","त्यो लेख जसमा पद्यका नियमअनुसार मात्रा र वर्णको सङ्ख्या, तथा स्थानको कुनै नियम हुँदैन:साहित्यमा गद्य र पद्य दुवैको अध्ययन आवश्यक छ","ordinary writing as distinguished from verse"
"33753",1,"महाकाव्य","epic | epic poem | epos | heroic poem","साहित्य-शास्त्रका अनुसार त्यो सर्गवद्ध काव्यग्रन्थ जसमा प्राय","a long narrative poem telling of a hero's deeds"
"33783",1,"चरण | पद","verse | verse line","कुनै कविता वा गीतको कुनै चरण वा पद","a line of metrical text"
"33809",1,"उपान्त | मार्जिन","margin","लेख्दा कागज आदिको किनारमा खाली छोडिएको ठाउँ","the blank space that surrounds the text on a page"
"33810",1,"खाली ठाउँ | खाली स्थान | ख़ाली स्थान | रिक्त स्थान","blank space | place | space","जसमा केही लेखिएको छैन","a blank area"
