source,target,language,relation,weight,score_components,method
grapheme:dr:ـبـ,grapheme:dr:ـز,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ـسـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ـشـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ـصـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ـضـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ـطـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ـظـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ـعـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ـغـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ـفـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ـقـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ـكـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ـلـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ـمـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ـنـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ـهـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ـيـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ـگـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ـپـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ـڤـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ـچـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ت,grapheme:dr:ـتـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـا,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـو,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـي,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـئـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـبـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ت,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـثـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـجـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـحـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـخـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـد,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـذ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـر,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـز,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـسـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـشـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـصـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـضـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـطـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـظـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـعـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـغـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـفـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـقـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـكـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـلـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـمـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـنـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـهـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـيـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـگـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـپـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـڤـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـتـ,grapheme:dr:ـچـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ث,grapheme:dr:ـثـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـا,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـو,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـي,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـئـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـبـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـتـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ث,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـجـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـحـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـخـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـد,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـذ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـر,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـز,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـسـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـشـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـصـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـضـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـطـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـظـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـعـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـغـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـفـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـقـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـكـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـلـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـمـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـنـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـهـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـيـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـگـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـپـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـڤـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـثـ,grapheme:dr:ـچـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ج,grapheme:dr:ـجـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـا,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـو,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـي,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـئـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـبـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـتـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـثـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ج,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـحـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـخـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـد,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـذ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـر,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـز,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـسـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـشـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـصـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـضـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـطـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـظـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـعـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـغـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـفـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـقـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـكـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـلـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـمـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـنـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـهـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـيـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـگـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـپـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـڤـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـجـ,grapheme:dr:ـچـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ح,grapheme:dr:ـحـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـا,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـو,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـي,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـئـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـبـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـتـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـثـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـجـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ح,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـخـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـد,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـذ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـر,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـز,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـسـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـشـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـصـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـضـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـطـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـظـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـعـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـغـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـفـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـقـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـكـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـلـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـمـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـنـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـهـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـيـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـگـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـپـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـڤـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـحـ,grapheme:dr:ـچـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:خ,grapheme:dr:ـخـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـا,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـو,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـي,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـئـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـبـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـتـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـثـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـجـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـحـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:خ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـد,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـذ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـر,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـز,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـسـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـشـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـصـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـضـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـطـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـظـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـعـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـغـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـفـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـقـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـكـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـلـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـمـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـنـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـهـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـيـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـگـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـپـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـڤـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـخـ,grapheme:dr:ـچـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:د,grapheme:dr:ـد,dr,visually_confusable_with,1.0,"{""char_sim"": 1.0}",automatic_only
grapheme:dr:ـد,grapheme:dr:ـا,dr,visually_confusable_with,0.5,"{""char_sim"": 0.5}",automatic_only
grapheme:dr:ـد,grapheme:dr:ـو,dr,visually_confusable_with,0.5,"{""char_sim"": 0.5}",automatic_only
grapheme:dr:ـد,grapheme:dr:ـي,dr,visually_confusable_with,0.5,"{""char_sim"": 0.5}",automatic_only
grapheme:dr:ـد,grapheme:dr:ـئـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـد,grapheme:dr:ـبـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـد,grapheme:dr:ـتـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـد,grapheme:dr:ـثـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـد,grapheme:dr:ـجـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـد,grapheme:dr:ـحـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـد,grapheme:dr:ـخـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـد,grapheme:dr:د,dr,visually_confusable_with,1.0,"{""char_sim"": 1.0}",automatic_only
grapheme:dr:ـد,grapheme:dr:ـذ,dr,visually_confusable_with,0.5,"{""char_sim"": 0.5}",automatic_only
grapheme:dr:ـد,grapheme:dr:ـر,dr,visually_confusable_with,0.5,"{""char_sim"": 0.5}",automatic_only
grapheme:dr:ـد,grapheme:dr:ـز,dr,visually_confusable_with,0.5,"{""char_sim"": 0.5}",automatic_only
grapheme:dr:ـد,grapheme:dr:ـسـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـد,grapheme:dr:ـشـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـد,grapheme:dr:ـصـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـد,grapheme:dr:ـضـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـد,grapheme:dr:ـطـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـد,grapheme:dr:ـظـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
