source,target,language,relation,weight,score_components,method
phoneme:np:/tʰʌ/,phoneme:np:/ʌu/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/tʰʌ/,phoneme:np:/kʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/tʰʌ/,phoneme:np:/kʰʌ/,np,confusable_with,0.533,"{""ipa_sim"": 0.667, ""len_diff"": 0}",automatic_only
phoneme:np:/tʰʌ/,phoneme:np:/ɡʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/tʰʌ/,phoneme:np:/ŋʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/tʰʌ/,phoneme:np:/tsʌ/,np,confusable_with,0.533,"{""ipa_sim"": 0.667, ""len_diff"": 0}",automatic_only
phoneme:np:/tʰʌ/,phoneme:np:/tsʰʌ/,np,confusable_with,0.75,"{""ipa_sim"": 1.0, ""len_diff"": 1}",automatic_only
phoneme:np:/tʰʌ/,phoneme:np:/dzʱʌ/,np,confusable_with,0.35,"{""ipa_sim"": 0.5, ""len_diff"": 1}",automatic_only
phoneme:np:/tʰʌ/,phoneme:np:/ʈʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/tʰʌ/,phoneme:np:/ʈʰʌ/,np,confusable_with,0.533,"{""ipa_sim"": 0.667, ""len_diff"": 0}",automatic_only
phoneme:np:/tʰʌ/,phoneme:np:/ɖʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/tʰʌ/,phoneme:np:/tʌ/,np,confusable_with,0.75,"{""ipa_sim"": 1.0, ""len_diff"": 1}",automatic_only
phoneme:np:/tʰʌ/,phoneme:np:/dʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/tʰʌ/,phoneme:np:/nʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/tʰʌ/,phoneme:np:/pʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/tʰʌ/,phoneme:np:/bʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/tʰʌ/,phoneme:np:/mʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/tʰʌ/,phoneme:np:/jʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/tʰʌ/,phoneme:np:/rʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/tʰʌ/,phoneme:np:/lʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/tʰʌ/,phoneme:np:/sʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/tʰʌ/,phoneme:np:/hʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/tʰʌ/,phoneme:np:/trʌ/,np,confusable_with,0.533,"{""ipa_sim"": 0.667, ""len_diff"": 0}",automatic_only
phoneme:np:/tʰʌ/,phoneme:np:/ɡjʌ̃/,np,confusable_with,0.35,"{""ipa_sim"": 0.5, ""len_diff"": 1}",automatic_only
phoneme:np:/tʰʌ/,phoneme:np:/ttʌ/,np,confusable_with,0.533,"{""ipa_sim"": 0.667, ""len_diff"": 0}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/ʌ/,np,confusable_with,0.75,"{""ipa_sim"": 1.0, ""len_diff"": 1}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/ʌi/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/ʌu/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/ʌhʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/kʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/kʰʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/ɡʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/ɡʱʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/ŋʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/tsʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/dzʌ/,np,confusable_with,0.75,"{""ipa_sim"": 1.0, ""len_diff"": 1}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/dzʱʌ/,np,confusable_with,0.5,"{""ipa_sim"": 0.75, ""len_diff"": 2}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/ʈʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/ʈʰʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/ɖʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/ɖʱʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/tʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/tʰʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/dʱʌ/,np,confusable_with,0.75,"{""ipa_sim"": 1.0, ""len_diff"": 1}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/nʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/pʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/bʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/bʱʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/mʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/jʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/rʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/lʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/sʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/hʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/ksʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/trʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/srʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/djʌ/,np,confusable_with,0.75,"{""ipa_sim"": 1.0, ""len_diff"": 1}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/dwʌ/,np,confusable_with,0.75,"{""ipa_sim"": 1.0, ""len_diff"": 1}",automatic_only
phoneme:np:/dʌ/,phoneme:np:/ttʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/dʱʌ/,phoneme:np:/ʌ/,np,confusable_with,0.433,"{""ipa_sim"": 0.667, ""len_diff"": 2}",automatic_only
phoneme:np:/dʱʌ/,phoneme:np:/ʌi/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/dʱʌ/,phoneme:np:/ʌu/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/dʱʌ/,phoneme:np:/kʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/dʱʌ/,phoneme:np:/ɡʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/dʱʌ/,phoneme:np:/ɡʱʌ/,np,confusable_with,0.533,"{""ipa_sim"": 0.667, ""len_diff"": 0}",automatic_only
phoneme:np:/dʱʌ/,phoneme:np:/ŋʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/dʱʌ/,phoneme:np:/tsʰʌ/,np,confusable_with,0.35,"{""ipa_sim"": 0.5, ""len_diff"": 1}",automatic_only
phoneme:np:/dʱʌ/,phoneme:np:/dzʌ/,np,confusable_with,0.533,"{""ipa_sim"": 0.667, ""len_diff"": 0}",automatic_only
phoneme:np:/dʱʌ/,phoneme:np:/dzʱʌ/,np,confusable_with,0.75,"{""ipa_sim"": 1.0, ""len_diff"": 1}",automatic_only
phoneme:np:/dʱʌ/,phoneme:np:/ʈʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/dʱʌ/,phoneme:np:/ɖʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/dʱʌ/,phoneme:np:/ɖʱʌ/,np,confusable_with,0.533,"{""ipa_sim"": 0.667, ""len_diff"": 0}",automatic_only
phoneme:np:/dʱʌ/,phoneme:np:/tʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/dʱʌ/,phoneme:np:/dʌ/,np,confusable_with,0.75,"{""ipa_sim"": 1.0, ""len_diff"": 1}",automatic_only
phoneme:np:/dʱʌ/,phoneme:np:/nʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/dʱʌ/,phoneme:np:/pʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/dʱʌ/,phoneme:np:/bʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/dʱʌ/,phoneme:np:/bʱʌ/,np,confusable_with,0.533,"{""ipa_sim"": 0.667, ""len_diff"": 0}",automatic_only
phoneme:np:/dʱʌ/,phoneme:np:/mʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/dʱʌ/,phoneme:np:/jʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/dʱʌ/,phoneme:np:/rʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/dʱʌ/,phoneme:np:/lʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/dʱʌ/,phoneme:np:/sʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/dʱʌ/,phoneme:np:/hʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/dʱʌ/,phoneme:np:/ɡjʌ̃/,np,confusable_with,0.35,"{""ipa_sim"": 0.5, ""len_diff"": 1}",automatic_only
phoneme:np:/dʱʌ/,phoneme:np:/djʌ/,np,confusable_with,0.533,"{""ipa_sim"": 0.667, ""len_diff"": 0}",automatic_only
phoneme:np:/dʱʌ/,phoneme:np:/dwʌ/,np,confusable_with,0.533,"{""ipa_sim"": 0.667, ""len_diff"": 0}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/ʌ/,np,confusable_with,0.75,"{""ipa_sim"": 1.0, ""len_diff"": 1}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/ʌi/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/ʌu/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/ʌhʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/kʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/kʰʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/ɡʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/ɡʱʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/ŋʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/tsʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/dzʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/ʈʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/ʈʰʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/ɖʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/ɖʱʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/tʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/tʰʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/dʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/dʱʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/pʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/bʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/bʱʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/mʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/jʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/rʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/lʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/sʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/hʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/ksʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/trʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/srʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/djʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/dwʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/nʌ/,phoneme:np:/ttʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/ʌ/,np,confusable_with,0.75,"{""ipa_sim"": 1.0, ""len_diff"": 1}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/ʌi/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/ʌu/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/ʌhʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/kʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/kʰʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/ɡʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/ɡʱʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/ŋʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/tsʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/dzʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/ʈʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/ʈʰʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/ɖʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/ɖʱʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/tʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/tʰʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/dʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/dʱʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/nʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/bʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/bʱʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/mʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/jʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/rʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/lʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/sʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/hʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/ksʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/trʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/srʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/djʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/dwʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/pʌ/,phoneme:np:/ttʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/pʰʌ/ or /fʌ/,phoneme:np:/ʌm/ or /ʌ̃/,np,confusable_with,0.572,"{""ipa_sim"": 0.778, ""len_diff"": 1}",automatic_only
phoneme:np:/pʰʌ/ or /fʌ/,phoneme:np:/wʌ/ or /bʌ/,np,confusable_with,0.572,"{""ipa_sim"": 0.778, ""len_diff"": 1}",automatic_only
phoneme:np:/bʌ/,phoneme:np:/ʌ/,np,confusable_with,0.75,"{""ipa_sim"": 1.0, ""len_diff"": 1}",automatic_only
phoneme:np:/bʌ/,phoneme:np:/ʌi/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/bʌ/,phoneme:np:/ʌu/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/bʌ/,phoneme:np:/ʌhʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/bʌ/,phoneme:np:/kʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/bʌ/,phoneme:np:/kʰʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/bʌ/,phoneme:np:/ɡʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/bʌ/,phoneme:np:/ɡʱʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/bʌ/,phoneme:np:/ŋʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/bʌ/,phoneme:np:/tsʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/bʌ/,phoneme:np:/dzʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/bʌ/,phoneme:np:/ʈʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/bʌ/,phoneme:np:/ʈʰʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/bʌ/,phoneme:np:/ɖʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/bʌ/,phoneme:np:/ɖʱʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/bʌ/,phoneme:np:/tʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/bʌ/,phoneme:np:/tʰʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/bʌ/,phoneme:np:/dʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/bʌ/,phoneme:np:/dʱʌ/,np,confusable_with,0.483,"{""ipa_sim"": 0.667, ""len_diff"": 1}",automatic_only
phoneme:np:/bʌ/,phoneme:np:/nʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/bʌ/,phoneme:np:/pʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/bʌ/,phoneme:np:/bʱʌ/,np,confusable_with,0.75,"{""ipa_sim"": 1.0, ""len_diff"": 1}",automatic_only
phoneme:np:/bʌ/,phoneme:np:/mʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/bʌ/,phoneme:np:/jʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/bʌ/,phoneme:np:/rʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
phoneme:np:/bʌ/,phoneme:np:/lʌ/,np,confusable_with,0.4,"{""ipa_sim"": 0.5, ""len_diff"": 0}",automatic_only
